trade_date,open,high,low,close,volume
2026-05-15,36670.6,37243.3,36224.8,36600.4,794500
2026-05-16,36674.4,37516.1,36492.3,37186.2,4014000
2026-05-17,37457.4,37525.6,36430.8,37083.4,2153500
2026-05-18,37493.1,37669.8,36801.6,37235.9,1348200
2026-05-19,36217.0,37330.3,36150.2,36666.5,3588000
2026-05-20,36697.4,37252.2,36544.7,36826.3,3071600
2026-05-21,36675.1,36959.0,36150.4,36386.8,615600
2026-05-22,36108.1,36936.1,35881.1,36327.5,4020200
2026-05-23,36197.6,36270.2,34982.4,35628.3,4199100
2026-05-24,35018.6,35460.1,34545.4,35194.4,3696800
2026-05-25,34783.0,35147.9,33960.9,34586.5,1486600
2026-05-26,35241.7,35291.0,34695.6,35007.2,1882100
2026-05-27,35328.8,35569.2,34851.5,35212.0,4410700
2026-05-28,35378.5,35767.4,35366.0,35578.2,4000800
2026-05-29,36366.7,36510.1,35559.6,36137.6,3603100
2026-05-30,36298.0,36975.6,36034.1,36578.4,1639400
2026-05-31,37389.2,37638.8,36474.8,36948.1,1883400
2026-06-01,37028.1,38292.5,36890.9,37617.9,3710000
2026-06-02,38368.4,38463.3,37749.7,38025.5,2663600
2026-06-03,38199.6,38834.8,38151.2,38501.7,3548600
2026-06-04,38364.9,38457.8,37600.7,38080.3,3968600
2026-06-05,38412.5,38626.1,37260.2,37890.5,2479500
2026-06-06,38265.7,38408.1,37885.5,38115.2,599100
2026-06-07,37849.6,37865.0,36756.9,37363.1,806500
2026-06-08,37834.0,38299.9,37107.7,37589.1,1090800
2026-06-09,38226.7,38346.5,37303.7,37928.5,1536500
2026-06-10,37525.8,38165.9,37502.6,37860.6,2236300
2026-06-11,37282.8,37736.6,37006.3,37259.8,4668600
2026-06-12,36335.6,37410.9,36173.5,36820.0,4119100
2026-06-13,37640.2,37821.2,36632.4,37287.8,4713000
2026-06-14,36258.7,36879.8,36170.1,36674.9,895800
2026-06-15,36399.6,36981.1,35748.6,36433.9,2268700
2026-06-16,35303.0,36475.8,35226.8,35885.3,3261100
2026-06-17,36233.4,36500.6,35635.2,36288.5,4975300
2026-06-18,36667.2,36830.7,35988.7,36443.3,3819900
2026-06-19,36470.9,36725.8,35593.2,36299.1,536300
2026-06-20,36889.6,37667.9,36409.3,36954.3,4616900
2026-06-21,36686.2,36730.1,35886.8,36439.8,4953800
2026-06-22,36895.1,37126.2,36174.4,36598.1,778800
2026-06-23,36967.5,36993.2,36221.4,36766.2,2968200
2026-06-24,37309.7,38101.2,36889.4,37474.0,1709600
2026-06-25,37576.9,38199.1,37225.3,37766.2,4576900
2026-06-26,37794.4,38032.8,37151.9,37604.8,3435100
2026-06-27,38207.1,38274.0,37615.7,37847.4,4767100
2026-06-28,37245.1,38142.5,37121.9,37527.1,4243600
2026-06-29,37677.8,37679.1,36934.2,37358.1,4462800
2026-06-30,37305.5,38046.9,37091.2,37583.3,4587400
2026-07-01,37825.1,38470.3,37276.6,37879.4,3788100
2026-07-02,38050.2,38988.0,37732.1,38299.5,3577200
2026-07-03,37753.2,39023.9,37643.7,38368.9,4197700
2026-07-04,37167.1,38228.0,37113.1,37729.1,3400000
2026-07-05,37756.2,38293.5,37332.7,37914.8,1813600
2026-07-06,38118.6,38489.6,37769.8,38255.3,4428500
2026-07-07,38518.3,39339.6,38215.6,38782.8,2102800
2026-07-08,38849.6,39440.6,38221.1,38764.0,2499600
2026-07-09,39164.1,39240.2,38193.0,38669.5,2483900
2026-07-10,37855.8,38575.8,37777.1,38163.0,3853700
2026-07-11,37894.4,38258.0,37515.6,37912.6,3628200
2026-07-12,38263.1,38535.8,37885.0,38320.4,4786400
2026-07-13,37529.6,38082.7,37500.2,37768.6,4086200
2026-07-14,38611.8,38726.0,37723.7,38412.2,4347600
2026-07-15,38639.1,39378.0,38550.1,38766.3,2538100
2026-07-16,39504.2,39668.4,38625.4,38916.5,4323700
2026-07-17,39482.0,39638.8,38802.5,39197.5,3125500
2026-07-18,38327.7,39301.9,38068.0,38547.9,4277500
2026-07-19,38064.4,38554.6,37539.3,37923.2,4966400
2026-07-20,38546.4,38919.9,38325.8,38605.5,3653400
2026-07-21,38126.6,38613.5,37824.8,38287.7,1164500
2026-07-22,37142.1,38203.9,37052.3,37632.3,1259400
2026-07-23,37028.9,37853.1,36751.0,37482.0,822700
2026-07-24,37596.3,37926.7,36975.2,37280.1,729800
2026-07-25,37021.9,37112.7,36378.4,36633.1,3542300
2026-07-26,36346.0,36784.9,35919.4,36362.3,689900
2026-07-27,36699.4,36855.8,36160.6,36421.7,2534700
2026-07-28,35778.0,36529.0,35614.1,36184.6,1385300
