trade_date,open,high,low,close,volume
2026-05-15,35494.5,36048.2,35200.4,35472.4,2024300
2026-05-16,35081.8,36196.1,35024.0,35641.8,2890200
2026-05-17,35119.1,35836.4,34766.6,35308.0,1679600
2026-05-18,34841.5,35971.1,34732.5,35352.4,4593000
2026-05-19,34563.6,34992.9,34500.9,34692.9,4048100
2026-05-20,35227.8,35692.6,34763.1,35115.8,812900
2026-05-21,34713.1,35000.6,34285.7,34723.1,1095100
2026-05-22,34256.3,34353.8,33602.3,34102.0,2796700
2026-05-23,33858.4,34596.5,33660.4,34258.4,834900
2026-05-24,34880.1,34940.3,34042.2,34383.4,1668400
2026-05-25,33905.1,35013.4,33852.9,34371.6,571200
2026-05-26,33621.2,34477.4,33458.8,33925.9,3595000
2026-05-27,33895.0,33946.4,33442.9,33709.0,4573900
2026-05-28,34180.7,34846.7,33826.4,34297.5,4754900
2026-05-29,34589.1,34747.6,34132.2,34383.5,2098900
2026-05-30,34257.5,34318.5,33428.4,33900.0,3660500
2026-05-31,33043.0,33859.2,32921.7,33271.3,2665000
2026-06-01,32513.8,33568.8,32372.6,33025.4,3984500
2026-06-02,33952.1,33963.8,33435.4,33624.2,1223500
2026-06-03,33243.3,33731.4,32889.6,33264.1,3079200
2026-06-04,33684.9,33688.1,32837.4,33100.2,722100
2026-06-05,32598.1,32982.7,32326.0,32678.0,2455800
2026-06-06,32855.3,33361.3,32713.4,33015.1,4392500
2026-06-07,32913.2,33159.4,32304.1,32622.3,1819400
2026-06-08,33069.5,33650.2,32670.6,33116.2,1716500
2026-06-09,32591.3,32914.1,31999.4,32628.6,728500
2026-06-10,32443.5,32806.4,31854.9,32300.1,926300
2026-06-11,32170.0,32447.4,31448.3,32003.9,4299800
2026-06-12,31607.0,31909.9,31354.5,31566.8,1427700
2026-06-13,31275.2,31730.6,30678.8,31166.5,4764700
2026-06-14,30648.6,31018.2,30426.2,30623.7,2802200
2026-06-15,30611.0,30757.6,29819.6,30353.6,1807000
2026-06-16,29748.9,30264.3,29431.9,29874.3,4948100
