trade_date,open,high,low,close,volume
2026-05-15,127361.7,128496.7,126055.4,127816.8,2353400
2026-05-16,129913.2,131912.3,128585.3,129658.6,3751000
2026-05-17,128368.4,128759.8,126357.6,127586.7,4331100
2026-05-18,128386.7,130929.9,127859.8,129232.7,3008000
2026-05-19,128493.1,129349.7,126182.5,127525.3,4297400
2026-05-20,126190.5,127233.4,125259.8,126104.7,3103100
2026-05-21,124301.1,127453.5,123344.1,124969.9,3886900
2026-05-22,128773.4,129552.3,125761.9,127175.1,1926500
2026-05-23,128545.6,131358.5,128155.2,129495.9,1729100
2026-05-24,127230.5,128739.2,126782.2,127907.3,3923600
2026-05-25,126389.5,126806.4,124358.4,125743.4,642700
2026-05-26,125933.0,129126.6,125513.5,127348.3,652800
2026-05-27,125299.7,126198.5,124023.3,125192.3,4821900
2026-05-28,125536.1,128540.3,125403.8,127281.3,2349500
2026-05-29,124948.8,128067.7,124502.4,126725.2,2940800
2026-05-30,124937.1,127157.4,122582.9,124945.0,2395700
2026-05-31,124293.6,125422.0,122671.8,124445.5,2996500
2026-06-01,123266.4,124080.3,120530.9,121972.8,3644900
2026-06-02,123633.1,124484.3,122533.1,123230.5,3216500
2026-06-03,121649.8,122748.9,119408.3,121368.1,4112700
2026-06-04,123586.9,123596.9,120882.0,121781.3,2334600
2026-06-05,118883.3,122528.3,118651.8,120756.7,2082200
2026-06-06,119915.5,122030.9,119528.2,120706.0,2185700
2026-06-07,116796.7,119264.7,116279.8,118484.4,3657800
2026-06-08,115461.7,117451.0,114282.8,116357.1,4712300
2026-06-09,115627.9,117148.3,113731.2,115222.4,1409800
2026-06-10,113959.1,115372.9,111865.5,113578.1,2453800
2026-06-11,112633.8,114861.7,111536.7,113388.7,1457400
2026-06-12,112915.4,115461.5,112460.7,113501.3,4754900
2026-06-13,114977.4,115945.9,111643.3,113908.8,4510400
2026-06-14,111401.0,113845.5,110292.5,111788.3,3621300
2026-06-15,112227.6,113438.9,109533.9,111516.3,4425100
2026-06-16,112920.9,113285.1,111851.1,112689.7,3649400
2026-06-17,114053.6,114233.3,112018.3,113131.8,3245100
2026-06-18,113457.7,115655.9,113399.0,114963.2,1695700
2026-06-19,115543.0,115615.5,112691.8,113955.0,4767100
2026-06-20,114243.8,114541.2,112151.1,113536.1,4668800
2026-06-21,114669.0,116683.7,113316.6,115384.3,2098500
2026-06-22,112987.8,116748.6,112968.6,115262.8,3810400
2026-06-23,116588.2,117231.1,114422.6,116248.2,3361100
2026-06-24,116986.9,118770.2,115701.2,117654.4,3813500
2026-06-25,117277.0,119010.7,114702.4,116894.7,4642500
2026-06-26,115644.2,117939.1,115640.6,116359.7,4160000
2026-06-27,116971.0,117649.0,116320.3,117015.7,4067600
2026-06-28,116366.8,118026.8,114141.0,115957.1,757500
2026-06-29,114077.1,115965.1,113955.8,115206.0,2094800
2026-06-30,115575.1,118704.1,115368.1,117228.7,4602400
2026-07-01,117996.9,118149.6,116028.5,116951.1,1076000
2026-07-02,120020.5,121150.5,117042.5,119190.5,4451200
2026-07-03,120415.1,121549.5,118704.6,119338.2,3330000
2026-07-04,117326.9,121090.0,117096.6,119077.9,3998600
2026-07-05,122582.6,123216.8,120337.4,121238.1,4574200
2026-07-06,120963.4,122810.4,118924.0,120646.6,3973900
2026-07-07,121434.5,122452.8,119730.2,120378.2,4739300
2026-07-08,121267.7,122542.9,121042.5,121756.8,881700
2026-07-09,122234.5,125341.1,121895.3,123737.7,2654400
2026-07-10,121510.1,123644.9,121497.3,122476.6,3999000
2026-07-11,123597.6,125495.7,121461.0,123571.1,1126700
2026-07-12,120959.1,123161.8,119522.5,121861.4,3427200
2026-07-13,120028.0,121169.8,119224.1,120384.9,2416800
2026-07-14,118416.7,120286.1,117538.3,118984.4,3576200
2026-07-15,117115.2,119043.7,115954.0,116740.8,2437700
2026-07-16,114494.2,115786.7,113572.3,114641.1,4240800
2026-07-17,112912.3,113953.3,112486.1,113203.0,2640500
2026-07-18,115393.9,116771.3,114122.6,115073.0,1918000
2026-07-19,114155.0,117044.7,113626.4,115039.0,1403800
2026-07-20,112268.5,114345.8,112207.5,113465.9,2265700
2026-07-21,111422.7,114434.5,110756.4,112471.2,4445700
2026-07-22,114785.1,115297.3,111104.7,113248.8,932000
2026-07-23,114140.2,116877.8,113379.9,115277.7,1403500
2026-07-24,116091.3,116112.4,114596.2,115521.7,2251100
2026-07-25,113966.6,115102.8,113341.9,114057.8,3773700
2026-07-26,113937.0,114920.3,111267.6,112911.1,1230800
2026-07-27,110767.9,112421.3,109249.2,111410.2,4353200
2026-07-28,112983.8,113173.9,111516.4,112363.6,1786500
2026-07-29,112617.0,113938.5,111251.6,113292.3,3578700
2026-07-30,113500.1,115244.5,113259.6,114653.8,1548200
2026-07-31,117956.6,118426.0,114207.0,116125.8,1322200
2026-08-01,116408.3,118115.0,115190.9,116998.5,3766200
2026-08-02,117196.2,118073.7,115543.8,117358.0,4381500
2026-08-03,116533.0,117301.4,114372.3,116043.9,4307500
2026-08-04,114792.3,116998.7,113473.9,115207.7,670200
2026-08-05,116499.0,117114.1,114139.7,114836.5,1608100
2026-08-06,113535.9,115134.1,110858.8,113057.0,4893900
2026-08-07,114414.2,114646.4,112130.8,112919.9,3741800
2026-08-08,111214.9,113122.8,109976.5,111773.6,3078500
2026-08-09,112206.6,113786.0,109985.8,111565.5,3037100
2026-08-10,111506.8,112455.6,109712.4,110429.1,4984300
2026-08-11,109715.2,111145.4,107310.8,109103.3,3998900
2026-08-12,111177.8,113058.6,110401.8,111123.8,4541000
2026-08-13,109643.0,111439.6,109021.3,110724.5,3991100
